ts,user,x_coordinate,y_coordinate,color
1491191538000,ZkEP1mVURlDVD715TfwcsMQzcxo=,206,209,0
1491199120000,Ys3EjuTVKHZ3PcOIJ9ehR4WR72s=,214,224,0
1491096392000,DqMC+AwudWbXjR9Mi8z69nQXCYk=,200,209,0
1491184005000,hguwKNxj+/WitRQrewcaZcEImB8=,216,223,0
1491126170000,jw9L9dePvm5acxYZUxvyd5MjbL8=,209,216,0
1491190874000,nY0JWRbs2Ea4tr+5ZTxBq3gFdfo=,206,206,0
1491193545000,V7PLCDq5nX7CDUFfxSR1vRYm0Dw=,203,215,0
1491136714000,Fq06NnPhUUiGPCR7qmBTVKpGuGg=,202,221,0
1491121427000,XjR8s8mKGpAwJRI2Afc8iCH++QI=,220,209,0
1491169436000,ooGCwhwl4yAQWmxFkHuhvjicXPE=,202,216,0
1491151865000,pw18pbguRdLd7IN0KKOLYZAnkfU=,203,222,0
1491227508000,ZUTzSYPOaTJK4JaTLJPI6NgcY9c=,204,209,0
1491190272000,ZkEP1mVURlDVD715TfwcsMQzcxo=,206,207,0
1491092166000,PAB6v6NVRBtT/BLMhrGOFBMWThI=,202,209,0
1490988393000,4A/butL9efG2dxYf683iZzdxlS0=,205,216,0
1491194191000,V7PLCDq5nX7CDUFfxSR1vRYm0Dw=,203,216,0
1491159022000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,224,206,0
1491216486000,+Sp0XQELvFKTfnKa91e8gV4b97w=,200,208,0
1491157333000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,220,205,0
1491191492000,B+nmkU/09A5lA5o4t+OFIpgZqmc=,206,207,0
1491181470000,LOp9+Ikd0QZQIMO4a/W/kStrrKI=,216,223,0
1491235687000,KJtceB6NJThfHMrFAm/J0o9O5jM=,201,209,0
1491154988000,b0CNi+SJf0q5kNuh8yxFMndRWl0=,203,207,0
1491182242000,lnL0yr9gy3UQhKO5ktOfaPmnVPg=,201,216,0
1491206239000,u4HvlzE46X1krrlSBjanffF//SA=,208,209,0
1491152768000,pw18pbguRdLd7IN0KKOLYZAnkfU=,209,225,0
1491190617000,ZkEP1mVURlDVD715TfwcsMQzcxo=,206,206,0
1490995323000,yQm2pC4ISZs4ayTCRab32n3oplQ=,210,202,0
1491164154000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,220,207,0
1491223322000,Y5BKSKXnRQQjaoyh+R13nZsNmaM=,204,206,0
1491073823000,jZUUO7K4uhWCviLVc/TX9KsCafg=,209,216,1
1491077922000,TiEfcLKl78f9lklIBYaMdasaoKw=,213,216,1
1491072883000,XZpKkZJZiAfRsaOlwIuwIDUiZWk=,210,216,1
1491074216000,/O6Mt2+iuqH2FClHaL2amP1+9hI=,207,221,1
1491079120000,Tr/lTgh3V+qquctW1j1ImHOwxWI=,212,220,1
1491058008000,WZp3lN4wbIX5fnZxPD0rJ1INmZE=,210,217,1
1491224726000,lqI4NJc6P4yPjGM3bdmzgXIJsKs=,206,206,1
1490982856000,ufPts7kK0vwmnKlb9+VEmq0RS6E=,215,215,1
1491071603000,LKweqjuZG7IhikAiruKCKU8M11A=,207,216,1
1491073323000,irEyl2bUcckxjMfTFj/yvlMBigI=,207,222,2
1491164487000,nsNWY5kO+LV2YFGLfU71yMq2wX4=,203,215,3
1491071808000,szlPv603N1gTXcvjbXFD3ivx4I0=,202,206,3
1491064956000,NJ7Duz7Z78PPbTBAM278o5MfDO4=,205,209,3
1491152557000,gCbnyat6OrKWd5EoZNCY1zSpAYw=,219,201,3
1491016771000,QOxdJ96Zrn49oiW72TJmxEkUu5Q=,217,201,3
1491166609000,FEnP+fiYPu5tbZ94vYoFJbjxwNk=,212,220,3
1491200775000,eNIuSGL3D/+5DKK130iVUA+K39w=,209,220,3
1491175823000,KhTAMfMDvpNjM9lusLWa+GQRtQI=,214,218,3
1491148656000,3J4MRR6/kzJdpNcgmmkxkAa14WE=,211,215,3
1491094192000,3/Rl7Nc2eThGH7fREy2j6Msv4Tc=,208,202,3
1491165329000,VfKfirqUadFK8rA3jPWSiSbNXOE=,204,214,3
1491025042000,b9gLyfXmKGseJyfPnwEX1JWGq9M=,221,200,3
1491190274000,rW3R9RIZexYW0GZ4ahgERh4BDAg=,203,215,3
1491168061000,FEnP+fiYPu5tbZ94vYoFJbjxwNk=,213,219,3
1491168703000,1IDnffEbsD6pI2aDrISwcGsMBFc=,206,220,3
1491190128000,JhbTPuDCHvj+4loKO26atfoJ85k=,205,215,3
1491207855000,PNVeKp3fuwywE45hA8QRI5JCuZU=,209,219,3
1491225744000,oP8P10OYXP00eICBgHJbrHs5lYQ=,211,218,3
1491183110000,WnD9FSV2zVev5Dn4T9xS14vXyNM=,200,210,3
1491065663000,NJ7Duz7Z78PPbTBAM278o5MfDO4=,202,210,3
1491161440000,b8hoT3SOBf1ZXEy4GRAEptE5o9s=,219,223,3
1491173895000,eIPg2A7jZyoEK4WavIivmG5PVUM=,214,218,3
1491160918000,Jd3sFyPMiM8AxfXilEvEmgepbKc=,219,224,3
1491153602000,x8lM9lHC22ZBBrpg0eq/q4+rGCs=,200,211,3
1491191222000,mckFgW2nyOoptfZp2Jq+QV7Ua7c=,212,219,3
1491103328000,Wj6rYKqDly83pdXObl+rqe+etAo=,210,216,3
1491092396000,a30BygtATtEftdjKaFjm1BzfpGQ=,203,209,3
1491015020000,l2Dm6MC8Xzq6zq0kEc12udODxzA=,203,202,3
1491187261000,ABglSqQoZwFFEOVjbSwOo3L6fiw=,225,218,3
1491213920000,eRIJL8zAN+NXk2glviUpfjosbN8=,204,200,3
1491173496000,XiuH4RdjdWYcwl/h1l8KzXRZ9zI=,211,220,3
1491171587000,D8kWxqkam3lgBKztuDmD0fn5d7o=,216,218,3
1491012484000,f5VywPuSYU2yIb20AuOqRWo82bs=,209,200,3
1491015453000,0Vk6SmCkEJDTMeL+tDE2NxB5AGI=,215,202,3
1491174147000,t2xNA/1iplU4kLV0z6qACa1usdg=,200,210,3
1491186252000,EIcCNRmFbDnA5buHRxV9qczc7GA=,203,211,3
1491039193000,4R3pL4QRSNuCNZqdx4rmvoUTup0=,203,200,3
1491171108000,gw3wGbaXyTl+qdm1nonHn+8iQ3k=,205,215,3
1491161718000,PIGVco8Tz8X9TrUrOi0V1XDjfYk=,202,212,3
1491106253000,a9xzcx0EnddFmE1eo4UDVCfkzCA=,205,201,3
1491170772000,8vazYy1yXi8ZqEKu0/zmR4FeEhQ=,205,216,3
