ts,user,x_coordinate,y_coordinate,color
1491175348000,ogk9OCYG80+/AUcx/uvpdhisvC0=,213,220,0
1491221085000,ZUTzSYPOaTJK4JaTLJPI6NgcY9c=,200,208,0
1491159976000,Pb3AIK8h8feKDAFtHMYnlo4s8mM=,218,207,0
1491161287000,nAMEoCxijWhe74pKjl6F4RBpxe0=,203,206,0
1491160722000,ZkEP1mVURlDVD715TfwcsMQzcxo=,203,208,0
1491116759000,U7eGYqx8aPB0sDwqQTwO2xWe+gY=,200,208,0
1491170579000,IZNGpt85h5zQy3ybEF8PG7FSX5k=,200,218,0
1491155710000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,218,205,0
1491035727000,UaEeRIXD0eEvD/7DHjPLHMojCZ0=,213,223,0
1491177756000,PIqy7Fl+oCldsjWYo8wKKZIE44A=,202,222,0
1491219331000,lnL0yr9gy3UQhKO5ktOfaPmnVPg=,201,216,0
1491191783000,nY0JWRbs2Ea4tr+5ZTxBq3gFdfo=,206,207,0
1491186081000,Va5e7D0L6vEzOODfwfnBf8aYMZo=,212,224,0
1491189841000,SmAE2zSnFgw0wxXRg/N2CUklM7s=,225,212,0
1491215785000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,220,207,0
1491190983000,lDb0Nnt67WLOvfaggXrKeEnoKQI=,214,222,0
1491008295000,etyjhPr+8jK3hNONOmwm+vf10HY=,201,212,0
1491164459000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,218,206,0
1491223362000,c3PCVHJSsfi4zsYvrYjMgWhlP74=,200,208,0
1491157755000,Pb3AIK8h8feKDAFtHMYnlo4s8mM=,218,206,0
1491159167000,pw18pbguRdLd7IN0KKOLYZAnkfU=,208,224,0
1491172041000,isZ7XoZpBQsXgBGdyJeNNE+eApM=,217,205,0
1491187443000,pyxhLAMCmHtyjhCIOmual9ncuZ0=,200,209,0
1491150751000,wpVuCsha9r43vRUa+ZePnrweYBU=,203,225,0
1491190239000,hmpx+5bvuWwpcKre6DFtGInkqoo=,206,208,0
1491193637000,Smmj7xfi419ZmB/GqXk3mg6Ri48=,201,216,0
1491001498000,TXkGoXJerFrYlL7H3KZXqfOpWL4=,218,224,0
1491088761000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,200,209,0
1491161719000,7LILGVUNHzhUmvIx5u9Ma4vILTs=,200,207,0
1491079098000,2wkLYdKKbMQYl+WdqOiBnE0pkf8=,213,218,1
1491073609000,/O6Mt2+iuqH2FClHaL2amP1+9hI=,207,220,1
1491190856000,UKLYc1Iy+ueUZcIMzGoOvsKSku0=,203,215,3
1491167763000,HO+JsXMFgnhy7jEJ9YvEDYRsfb4=,213,219,3
1491177671000,WnD9FSV2zVev5Dn4T9xS14vXyNM=,210,219,3
1491169994000,UKLYc1Iy+ueUZcIMzGoOvsKSku0=,207,219,3
1491232235000,Hi2HYMBI2VargtD9jJhzjc5yI2A=,210,219,3
1491165877000,HO+JsXMFgnhy7jEJ9YvEDYRsfb4=,215,218,3
1491158140000,zMJJM076dXcLGiMopgVFf+434gk=,219,221,3
1491227481000,V8BK6gJS7n8k8szgWxuYy1gSOIU=,214,218,3
1491088426000,a30BygtATtEftdjKaFjm1BzfpGQ=,201,206,3
1491169054000,AyIbCQx3ca5myBZQeOaUBkaZx/4=,209,220,3
1491174932000,Dn021owVlOM4StskSZIrUqcZewg=,215,220,3
1491166963000,FV22GDJOsecIQomWEyafLSrrBFU=,202,200,3
1491183602000,WnD9FSV2zVev5Dn4T9xS14vXyNM=,219,222,3
1491214776000,wKOZs+9rGmLJfoMpMsHeabM0zGU=,210,220,3
1491190625000,k+apJ4rib6jYn+DHy81Fk+rh1Cs=,213,214,3
1491173913000,GQDeQyeL7se7tjXQbKhpGd5jdEk=,200,212,3
1491166197000,HO+JsXMFgnhy7jEJ9YvEDYRsfb4=,214,218,3
1491205203000,pikgGPg2Ar/fdyC5LZvKW7LZmcs=,216,219,3
1491194166000,cVe6dN99VjeaJr8r9C1BnqiYKgY=,214,214,3
1491167130000,AyIbCQx3ca5myBZQeOaUBkaZx/4=,208,221,3
1491150699000,LMOsl/ohT1LOI8rliDvrkHmxMXQ=,210,215,3
1491162909000,fAT4JWCuKwFLNqRDiP45qd1o3JQ=,207,222,3
1491170984000,W6DeAm4QvLEHnv2cJMcd6G473UU=,208,221,3
1491185915000,PIGVco8Tz8X9TrUrOi0V1XDjfYk=,221,222,3
1491169221000,8295HysViRdKQXNsNVYugXYhr1w=,206,220,3
1491178035000,QlTVWOP5Ow8trwrQlFDXZQ3fdOU=,220,207,3
1491233486000,4gzQQyT9hioaGgFU/MoOPslMwEE=,200,211,3
1491083809000,uZRXC3Sb+/dvy+1LbGBdsmcCf/w=,203,206,3
1491179711000,BsODPcPasCa2ejNwSF8i8apcwEU=,210,215,3
1491231431000,b0Ov+kqjaMX16/TEiYIeZEiK33s=,211,219,3
1491168275000,VfKfirqUadFK8rA3jPWSiSbNXOE=,204,214,3
1490990085000,UHyi6sTgl5hMT5LEpiUXYVXh+cc=,208,216,3
1491176936000,dzZuYEx2nDU6UIqkzzuchc94RHU=,205,215,3
1491196383000,RCUOwxmPYeNCpYA2N2MBe+D9iYQ=,210,218,3
1491174140000,XiuH4RdjdWYcwl/h1l8KzXRZ9zI=,212,220,3
1491015423000,pAM+DbIT6p+G8DMqbq2nXA3FLv0=,213,203,3
1491228435000,hMn4RuOPreRfMlSi5Vs2eF5mMvM=,214,219,3
1491213931000,Dn021owVlOM4StskSZIrUqcZewg=,210,221,3
