ts,user,x_coordinate,y_coordinate,color
1491224612000,FmiocvvSf5GN6Wrxp84c6mkS6hc=,824,821,0
1491229069000,Q+XWkyHQAbUK+I55T1fyMet8Soc=,793,818,0
1491223717000,j1+79bkI+scUALgaG5UZ0rHIBUw=,861,833,0
1491158442000,Q2B96tGI9kTC+HkN0Mf3uJgklkI=,824,820,0
1491090521000,TmUKiY9TgAi//NV44PVLbr3EwMI=,795,865,0
1491210000000,7ibK7rBfBkcStKU+pG1P3vM/3xk=,795,834,0
1491152713000,1msNgTRUF6IAKvdyJNZ2PaCpNHo=,824,806,0
1491183582000,p0e3VJfr/38USWDqPDrpZLD69Xo=,833,809,0
1491173254000,j1+79bkI+scUALgaG5UZ0rHIBUw=,853,837,0
1491170145000,e4W8GoFQ0cbtBoICgvaCxT6lDkM=,875,880,0
1491164026000,9SmGCQMjPMfgb1oCkjk5Yi5HyOw=,792,822,0
1491194687000,c4/oAIBBHfZFcTUj7by8bAs+PE0=,812,857,0
1491048014000,sKStkfRkvCEuHsE/9zztVRycCzg=,803,851,0
1491125423000,1h6Rdo90rDuLGwT+unB9ma31PDA=,820,803,0
1491186194000,M3yP9W7YAL8kws3Nbqb87VGluxs=,854,802,0
1491124404000,QEyHDZCe8wIxf8Em2MjnkSi4wsc=,822,799,0
1491179395000,+Jh29RCQSluP+aGRjqLlSjFbsKw=,875,800,0
1491109965000,VHSXfgID7gskqJIYONVGBPsfC5I=,828,840,0
1491103166000,jvBC9YRXstaQFh9HxSugDzeMCxE=,845,865,0
1491175512000,qYetoxap03kxZuCdX2yDnXiGxcg=,878,804,0
1491181423000,PTFjGZtZAHsV5gk6QTmiAmlT5Rg=,823,842,0
1491169778000,Di+yFr/h373L1SEH7OAF4S4YiLw=,868,846,0
1491220288000,VTwsc8Ddjat6p0izxcbKCszVYFM=,817,834,0
1491238334000,rsNiAqwIYVBg/oJ8wsLFtbGUblA=,787,856,0
1491157626000,b1pJqvw3n5qBpsnCh4/GnmicV/I=,849,815,0
1491142496000,AN0Aq6gi0aZ/pMx+4cdsvm+N58Y=,854,804,0
1491144537000,Lt2Bx5yLKUJiysFzBGqJr43ovtc=,821,796,0
1491138831000,4yCn+2JpkPpKOL894nP7ikG8idY=,871,801,0
1491123260000,6uN4WYuFVxV2XvXc3GyLWMjuZXQ=,840,792,0
1491151234000,5ezSMc8p/CL7mSmNoqiZ3suvUZ8=,822,790,0
1491099245000,xAdD64KsUUKWHW8GVx6BUjaUq4A=,850,821,0
1491077905000,v8HdncTtZBWipBCYNHomWFBgcmk=,826,809,0
1491003379000,KbCDvN6QAiciWl92U9fgk9GaZQE=,782,814,0
1491103657000,8V/VOBjveQaFgSRX2rbpJ4+pqjM=,855,815,0
1491192825000,8irvrzq8jmeyLwYRm7VSXldgIYE=,847,814,0
1491130816000,f33yvDjICdcqyPQQzddiI25Pu/o=,797,878,0
1491168323000,kSCEeHbkawuxQfDXASV8JLX1K80=,838,880,0
1491102718000,JYKfzcmbIShAbElVeGHR83w/eUA=,836,873,0
1491145054000,X5gp82YKdYTx0YZ2/vVfnV7SrP0=,785,791,0
1491199691000,ML2TqJ6r15iQvUEuk37hum4zdhg=,828,811,0
1491201831000,LG8kSiEqqYSoTuc5QDMwDmIC0oo=,854,802,0
1491116914000,aGlSAryFFewPVsu77mJCBtKek0s=,836,784,0
1491189515000,n+XccBmn8K4EXa3ib+NrltxzICM=,804,854,0
1491105339000,9E5kQps4TF0n95kLTrHHgKiyfEM=,802,858,0
1491067720000,g9Kjc3Px7l/h+eICPaJm/G7Ng2s=,847,856,0
1491148629000,N2cHYDYf1/kLGBLloCG7yjHl6Ls=,825,791,0
1491060958000,iCCWYivnNMNPukQ5Q5UVk1zC33s=,804,854,0
1491195477000,r3ywRzTI6yFaZUEwdRitBZSKaOY=,854,825,0
1491097345000,x/gN3PvhP4lpRI+OXyiCbMjoZyo=,844,821,0
1491161211000,Snp4P4KUWUFrrFwt/fu6W0Vs280=,804,815,0
1491128965000,aIvJB1qngv6vsDZ+aMEkE8WzG5U=,843,876,0
1491228975000,Di+yFr/h373L1SEH7OAF4S4YiLw=,864,837,0
1491164369000,FDSOMXas5zqqNbHjPj8c5rI7Q44=,789,793,0
1491149369000,Puz5YSR4JBGbJxGHgsWqR+OkijE=,825,790,0
1491231736000,MDnqPsD5geSfiRiJxsu936g2RRY=,795,818,0
1491059318000,Eco2o7rBX8683Xo/8VtieYGQSBM=,825,870,0
1491131174000,9m5FCAZRdu3SYW6l6be2GXF9O48=,783,798,0
1491162807000,W9orbvgpzAXooU66M8Ytq3CR5I8=,799,814,0
1491130385000,hhZR6asC6wTV6Nzs2lCMnkRmY48=,840,877,0
1491060265000,jpv7MrBeLNfpedS/52YzFBy54yc=,853,869,0
1491193756000,KNo7dyk1hBvQop7dLvRFMj+8QOs=,848,804,0
1491018140000,P++lGWqiZ43dXrUZpMuIuW910Qc=,831,785,0
1491128644000,zh4gC5Cr6NEHHQMK9dJ+Az95TNM=,836,799,0
1491095841000,YikRzbm3O12pvqqCQHtTiZo9Gu0=,850,819,0
1491231771000,N3yYdfwp2lPw9hRdvebLKxRnwQY=,807,822,0
1491208518000,3MIxfQc8vygw/j2uERmB9RrSXGo=,809,816,0
1491218214000,K9NOyy7DQ+C7b+qOWYE4zQb/5Mw=,821,826,0
1491211281000,9qa1R5FTi5WG9O3uqHgy/1zG1kA=,854,843,0
1491234812000,ZRCczSbTFA+5vVmw2wMNbZ7cIh8=,810,813,0
1491156142000,Snp4P4KUWUFrrFwt/fu6W0Vs280=,819,818,0
1491232487000,Kr38v7N4wRsaSo7O6AEcVIyufT0=,859,833,0
1491231100000,GLfoZFFUczrhYpdqdgk5zJG52F0=,861,843,0
1491193280000,+WlCLfzjIUZTCTALENfTLHOK5U4=,796,819,0
1491164246000,wyYoXwPCDKUo8pCImjsa9BwMK6g=,812,876,0
1491202631000,frqpKjDgSED/NHzBP10Ie98nsIs=,796,822,0
1491018097000,FSG0xX5IZJm6gDKj7Bs7uCOlV5Y=,844,867,0
1491074101000,MNn0XYxiy4AZL/op1KyypmKrs7k=,826,810,0
1491165039000,9Xi/OdVn27d5PZbV6nVoJ4fVrls=,783,876,0
1491217974000,VTwsc8Ddjat6p0izxcbKCszVYFM=,819,833,0
1491193539000,1XTY3vl/xsi+NnIkDdCOb6rcQ6g=,855,826,0
1491087479000,qPafax/vq4+qa++Si8topmJI3mQ=,819,798,0
1491212571000,X+z+O1pzJgK3ft5pYiFUKMc2aZ8=,807,855,0
1491174141000,DvqGL6ECAfaXAXWeLtfnVMuLj4k=,874,864,0
1491178382000,TlBp9umo6nYVBinSM8CxZ9pFyGQ=,787,791,0
1491152760000,TbJ6LM7u+opUMIKfMa59JR44gOc=,803,881,0
1491214709000,FO0PUtx4S9BP+QdHbB9RcrvJKtk=,848,812,0
1491100555000,D+T/1fF3oW6cyw6F8mXZHKymSu4=,844,828,0
1491128981000,0Lmk6j59eZ+us9TeGwWsfkme4kc=,841,802,0
1491009753000,kT22Tdie+Bx8tsMoETBFT1OAYQ4=,825,833,0
1491128520000,AwQJq56RBCvBghc6LEm/W6isbmo=,842,798,0
1491138208000,iphHIw4HY/TYLCsw32UTrUMwAEo=,851,812,0
1491185062000,Snp4P4KUWUFrrFwt/fu6W0Vs280=,826,850,0
1491115482000,DDk2i3+v1RhDuwxskOba/xX7udk=,844,820,0
1491157396000,a5bZbdkbWJs35Fa0t3QsEMnDPhQ=,864,845,0
