ts,user,x_coordinate,y_coordinate,color
1491233043000,2Y/qRCnGZRzlW2yOz6kVrqs8bfo=,520,486,0
1491144410000,lO8eEmsjClvOYTTKax7KgEU3Trk=,464,500,0
1491195323000,oytWOniRRsadNabhS/jEHga3Ayg=,463,513,0
1491055406000,vKilvTmFqemKnwM7ebllssKGIsw=,463,484,0
1491157813000,6V0gDWCjK858htbNnI0g25hRLK8=,455,485,0
1491109263000,Z8hh7J607z9xGYhw6YMM1u0FVZg=,477,515,0
1491130431000,U++EJBjRQ6P68PP5LbYAXwCNZ2E=,492,501,0
1491109079000,eGsdmjsMqslUOo5em0rI6B5OS+U=,507,512,0
1491067993000,N6xDXGR5dxho4oUhj20/wkmo+vo=,523,470,0
1491232831000,/0AWRnpP1aIToAIpjBfg+57zAxk=,516,512,0
1491145990000,s4n7WxIP+TIHC9iWbVM4eaWHUEw=,487,527,0
1491165056000,HvYFT6qD2l7XUyF9KGBDvNV42Xk=,440,515,0
1491074880000,Tf1xvP6JNFn2yVYD2vF3Cjr0Ct4=,506,501,0
1491017344000,Rx+yHtUZsQIHMOV4F3zKkJXjTkk=,488,514,0
1491171623000,xVbnBmDuLMZJCTu0sGh9ziVSE2s=,479,526,0
1491100182000,LZYpPC0DX3/hxoIEAVV2SnV5r2c=,471,483,0
1491163722000,VgsnXhX687ziOa7bxCCCYLR69Ms=,490,478,0
1491224025000,zdWGW5gVi1HEwSdLjd0YcEEzklk=,521,502,0
1491152959000,utvaWymhjRQIVFYyJdLXkVNA8Cc=,465,514,0
1491154983000,y20KvT79W38mquwXlij6negbS3w=,488,527,0
1491150191000,8Gzm8EG7Y8Cc2PNxChNdbHBHqQs=,488,510,0
1491152611000,UWkuFrsxGdCtK+BocehkIUXLhyY=,488,523,0
1491157742000,jsJ21Utw0I5+y/GHJ8pHayZ85wE=,469,487,0
1491178755000,wElu3xpnac5juJK5i9jwZ+q+iC0=,523,525,0
1491152059000,29yL2rNI9IvE5T6EBkPXFB/ljB8=,502,524,0
1491142798000,qygTSblFWcrL8QotTmKQf1VQJRE=,469,481,0
1491202609000,LHhARlsbe8CneHtgruAfW1TYXo4=,521,524,0
1491009064000,22LQZEUGiuHaoFnZq3pS/QTzpJg=,488,512,0
1491188729000,9Py2YbWmCrTJeNxm6xLpa77B25s=,437,497,0
1491224591000,gOC/pm3hJ3j9rCQBMvSjs2Ibpu0=,520,502,0
1491216637000,2Me5muHd4iJc3qj0NLJg4lkLqvc=,452,513,0
1491062409000,1lxCYSBMQNMwpQHYbhfAy++Rd3s=,468,497,0
1491158561000,nZgUK05rULzA5O1zGSxly1IcMTs=,516,501,0
1491227437000,ugB5KDztSXBU/U9TP5Qhb+P5C6w=,509,507,0
1491185518000,8Pko9uL2OiLc59nXA5OAStCPJQc=,484,504,0
1491156074000,AuFYDRcW2gQKG3EDZFd3BsVVHzw=,473,501,0
1491232335000,UkjdZRGOJ2JcZr6lo1Dw12/VJZM=,480,460,0
1491224301000,Wk+LIlpVX4UF7yjr782K5vDeXXY=,497,429,0
1491024819000,RbDj1RKHwa+u9uEdoq6sEyrJols=,470,502,0
1491161927000,YmtRFlY0sl4b/rW3f8qW+2wtLbU=,500,449,0
1491205655000,Btqf5WwN4X2wNItjwC96HkonE4E=,524,463,0
1491023126000,1lxCYSBMQNMwpQHYbhfAy++Rd3s=,439,480,0
1491205506000,v4pDpU8aiYEKlYdkki/YGOfE8Qk=,463,483,0
1491159575000,OGtKr7z8V4EaIQh/7o5HcRTTIiY=,493,523,0
1491228814000,FxG8UppqQLk/rufWz7I1MCZZT/I=,520,510,0
1491232703000,cDayGnORf4Sdfqd4Bgo7Eh36gg4=,465,501,0
1490991434000,wofUiCMIC+h/hFzyixiFBdMJolI=,507,515,0
1491044829000,NeonMGo+mkBsS9yAQcvHOH6k/zk=,483,485,0
1491183397000,zYVAqz4XXQH+tTITFzuFIsBL4hE=,437,516,0
1491171136000,TdxlnTPz7r8HBk6ymiNcqXB7JOg=,443,503,0
